"","SubjectNo","ExpNo","DisplayMode","Familiarity","seg.z","headingErr"
"318","S_S07","Strobe","Intermittent","Familiar",1.435,9.22788767977244
"319","S_S07","Strobe","Intermittent","Familiar",1.49,9.0316973088455
"320","S_S07","Strobe","Intermittent","Familiar",1.545,8.85585319413747
"321","S_S07","Strobe","Intermittent","Familiar",1.6,8.70253740234332
"322","S_S07","Strobe","Intermittent","Familiar",1.655,8.56260818506576
"323","S_S07","Strobe","Intermittent","Familiar",1.71,8.44035705836377
"324","S_S07","Strobe","Intermittent","Familiar",1.765,8.32728722055549
"325","S_S07","Strobe","Intermittent","Familiar",1.82,8.21519555358879
"326","S_S07","Strobe","Intermittent","Familiar",1.875,8.11390927676118
"327","S_S07","Strobe","Intermittent","Familiar",1.93,8.04300680157361
"328","S_S07","Strobe","Intermittent","Familiar",1.985,8.01936823253912
"329","S_S07","Strobe","Intermittent","Familiar",2.04,8.03946906103441
"330","S_S07","Strobe","Intermittent","Familiar",2.095,8.07875483909094
"331","S_S07","Strobe","Intermittent","Familiar",2.15,8.10587405687722
"332","S_S07","Strobe","Intermittent","Familiar",2.205,8.11924284993487
"333","S_S07","Strobe","Intermittent","Familiar",2.26,8.15191086639913
"334","S_S07","Strobe","Intermittent","Familiar",2.315,8.22067725485046
"335","S_S07","Strobe","Intermittent","Familiar",2.37,8.31269674855092
"336","S_S07","Strobe","Intermittent","Familiar",2.425,8.39868295114406
"337","S_S07","Strobe","Intermittent","Familiar",2.48,8.44599277948318
"338","S_S07","Strobe","Intermittent","Familiar",2.535,8.41111905797608
"339","S_S07","Strobe","Intermittent","Familiar",2.59,8.29176720126218
"340","S_S07","Strobe","Intermittent","Familiar",2.645,8.16729475413561
"341","S_S07","Strobe","Intermittent","Familiar",2.7,8.10575164472676
"342","S_S07","Strobe","Intermittent","Familiar",2.755,8.11713946657115
"343","S_S07","Strobe","Intermittent","Familiar",2.81,8.17199801801476
"344","S_S07","Strobe","Intermittent","Familiar",2.865,8.23790557599206
"345","S_S07","Strobe","Intermittent","Familiar",2.92,8.30518633594899
"346","S_S07","Strobe","Intermittent","Familiar",2.975,8.36730049822288
"347","S_S07","Strobe","Intermittent","Familiar",3.03,8.40030952335717
"348","S_S07","Strobe","Intermittent","Familiar",3.085,8.36681793270509
"349","S_S07","Strobe","Intermittent","Familiar",3.14,8.26649835538009
"350","S_S07","Strobe","Intermittent","Familiar",3.195,8.12688920370124
"351","S_S07","Strobe","Intermittent","Familiar",3.25,7.97756558517893
"352","S_S07","Strobe","Intermittent","Familiar",3.305,7.83509380314587
"353","S_S07","Strobe","Intermittent","Familiar",3.36,7.68676641160166
"354","S_S07","Strobe","Intermittent","Familiar",3.415,7.5292220614674
"355","S_S07","Strobe","Intermittent","Familiar",3.47,7.3656833376133
"356","S_S07","Strobe","Intermittent","Familiar",3.525,7.19509984435993
"357","S_S07","Strobe","Intermittent","Familiar",3.58,7.01115375781877
"358","S_S07","Strobe","Intermittent","Familiar",3.635,6.81659738323328
"359","S_S07","Strobe","Intermittent","Familiar",3.69,6.65932590952784
"360","S_S07","Strobe","Intermittent","Familiar",3.745,6.56711463370303
"361","S_S07","Strobe","Intermittent","Familiar",3.8,6.53617572448938
"362","S_S07","Strobe","Intermittent","Familiar",3.855,6.55447260070438
"363","S_S07","Strobe","Intermittent","Familiar",3.91,6.60583172992767
"364","S_S07","Strobe","Intermittent","Familiar",3.965,6.66785955528731
"365","S_S07","Strobe","Intermittent","Familiar",4.02,6.71980611091604
"366","S_S07","Strobe","Intermittent","Familiar",4.075,6.7482756679311
"367","S_S07","Strobe","Intermittent","Familiar",4.13,6.75833081602116
"368","S_S07","Strobe","Intermittent","Familiar",4.185,6.76561564379971
"369","S_S07","Strobe","Intermittent","Familiar",4.24,6.78494702331396
"370","S_S07","Strobe","Intermittent","Familiar",4.295,6.82408366081906
"371","S_S07","Strobe","Intermittent","Familiar",4.35,6.88033595782363
"372","S_S07","Strobe","Intermittent","Familiar",4.405,6.95212989988471
"373","S_S07","Strobe","Intermittent","Familiar",4.46,7.02446998615213
"374","S_S07","Strobe","Intermittent","Familiar",4.515,7.08395121968089
