"","SubjectNo","ExpNo","DisplayMode","Familiarity","seg.z","headingErr"
"230","L_S139","Lit","NoGoggles","Familiar",2.095,4.33987886274394
"231","L_S139","Lit","NoGoggles","Familiar",2.15,4.35261678633341
"232","L_S139","Lit","NoGoggles","Familiar",2.205,4.36122761323559
"233","L_S139","Lit","NoGoggles","Familiar",2.26,4.35983389199006
"234","L_S139","Lit","NoGoggles","Familiar",2.315,4.3501606153803
"235","L_S139","Lit","NoGoggles","Familiar",2.37,4.33292882397047
"236","L_S139","Lit","NoGoggles","Familiar",2.425,4.31085072944823
"237","L_S139","Lit","NoGoggles","Familiar",2.48,4.2796307361516
"238","L_S139","Lit","NoGoggles","Familiar",2.535,4.23835497978271
"239","L_S139","Lit","NoGoggles","Familiar",2.59,4.20164541023892
"240","L_S139","Lit","NoGoggles","Familiar",2.645,4.15239458917101
"241","L_S139","Lit","NoGoggles","Familiar",2.7,4.0991712378945
"242","L_S139","Lit","NoGoggles","Familiar",2.755,4.04457599158471
"243","L_S139","Lit","NoGoggles","Familiar",2.81,3.98531248231597
"244","L_S139","Lit","NoGoggles","Familiar",2.865,3.9274893416486
"245","L_S139","Lit","NoGoggles","Familiar",2.92,3.86751741917005
"246","L_S139","Lit","NoGoggles","Familiar",2.975,3.82016466099095
"247","L_S139","Lit","NoGoggles","Familiar",3.03,3.77643508834562
"248","L_S139","Lit","NoGoggles","Familiar",3.085,3.73940777519336
"249","L_S139","Lit","NoGoggles","Familiar",3.14,3.71124721185394
"250","L_S139","Lit","NoGoggles","Familiar",3.195,3.69133480773868
"251","L_S139","Lit","NoGoggles","Familiar",3.25,3.67954344730582
"252","L_S139","Lit","NoGoggles","Familiar",3.305,3.67728421075204
"253","L_S139","Lit","NoGoggles","Familiar",3.36,3.68927552901383
"254","L_S139","Lit","NoGoggles","Familiar",3.415,3.70845006959878
"255","L_S139","Lit","NoGoggles","Familiar",3.47,3.74377121900893
"256","L_S139","Lit","NoGoggles","Familiar",3.525,3.79195492444106
"257","L_S139","Lit","NoGoggles","Familiar",3.58,3.85365591453796
"258","L_S139","Lit","NoGoggles","Familiar",3.635,3.92692254026672
"259","L_S139","Lit","NoGoggles","Familiar",3.69,4.00188751955618
"260","L_S139","Lit","NoGoggles","Familiar",3.745,4.10169708505266
"261","L_S139","Lit","NoGoggles","Familiar",3.8,4.20788822385869
"262","L_S139","Lit","NoGoggles","Familiar",3.855,4.31262806083292
"263","L_S139","Lit","NoGoggles","Familiar",3.91,4.44335972197156
"264","L_S139","Lit","NoGoggles","Familiar",3.965,4.57428618141784
"265","L_S139","Lit","NoGoggles","Familiar",4.02,4.69888774896648
"266","L_S139","Lit","NoGoggles","Familiar",4.075,4.84716614573478
"267","L_S139","Lit","NoGoggles","Familiar",4.13,4.99708967226923
"268","L_S139","Lit","NoGoggles","Familiar",4.185,5.1302039761829
"269","L_S139","Lit","NoGoggles","Familiar",4.24,5.27977473478399
"270","L_S139","Lit","NoGoggles","Familiar",4.295,5.41658439773713
"271","L_S139","Lit","NoGoggles","Familiar",4.35,5.53298933423027
"272","L_S139","Lit","NoGoggles","Familiar",4.405,5.67174982928561
"273","L_S139","Lit","NoGoggles","Familiar",4.46,5.78809573546655
"274","L_S139","Lit","NoGoggles","Familiar",4.515,5.88893463938057
"275","L_S139","Lit","NoGoggles","Familiar",4.57,5.98881522484271
"276","L_S139","Lit","NoGoggles","Familiar",4.625,6.0572125185477
"277","L_S139","Lit","NoGoggles","Familiar",4.68,6.10712454914453
"278","L_S139","Lit","NoGoggles","Familiar",4.735,6.15178170414055
"279","L_S139","Lit","NoGoggles","Familiar",4.79,6.17847595344449
"280","L_S139","Lit","NoGoggles","Familiar",4.845,6.18678025446972
"281","L_S139","Lit","NoGoggles","Familiar",4.9,6.18336079727585
"282","L_S139","Lit","NoGoggles","Familiar",4.955,6.16795944438977
"283","L_S139","Lit","NoGoggles","Familiar",5.01,6.14539656978686
"284","L_S139","Lit","NoGoggles","Familiar",5.065,6.1171396288732
"285","L_S139","Lit","NoGoggles","Familiar",5.12,6.08834239223772
"286","L_S139","Lit","NoGoggles","Familiar",5.175,6.05549265045071
"287","L_S139","Lit","NoGoggles","Familiar",5.23,6.01752542560811
"288","L_S139","Lit","NoGoggles","Familiar",5.285,5.98336058430578
"289","L_S139","Lit","NoGoggles","Familiar",5.34,5.95330369366262
"290","L_S139","Lit","NoGoggles","Familiar",5.395,5.92792931558113
"291","L_S139","Lit","NoGoggles","Familiar",5.45,5.91107206496231
"292","L_S139","Lit","NoGoggles","Familiar",5.505,5.9069240377783
"293","L_S139","Lit","NoGoggles","Familiar",5.56,5.91377621602156
"294","L_S139","Lit","NoGoggles","Familiar",5.615,5.93594814896174
"295","L_S139","Lit","NoGoggles","Familiar",5.67,5.97227232380161
"296","L_S139","Lit","NoGoggles","Familiar",5.725,6.02190732381677
"297","L_S139","Lit","NoGoggles","Familiar",5.78,6.09748810993086
"298","L_S139","Lit","NoGoggles","Familiar",5.835,6.19962914156391
"299","L_S139","Lit","NoGoggles","Familiar",5.89,6.34090944535841
"300","L_S139","Lit","NoGoggles","Familiar",5.945,6.57084921974727
"301","L_S140","Lit","NoGoggles","Familiar",0.5,8.07223922396221
"302","L_S140","Lit","NoGoggles","Familiar",0.555,7.68034962297377
"303","L_S140","Lit","NoGoggles","Familiar",0.61,7.23736084039843
"304","L_S140","Lit","NoGoggles","Familiar",0.665,6.77328386866257
"305","L_S140","Lit","NoGoggles","Familiar",0.72,6.32191798477406
"306","L_S140","Lit","NoGoggles","Familiar",0.775,5.86141130707507
"307","L_S140","Lit","NoGoggles","Familiar",0.83,5.42565372087467
"308","L_S140","Lit","NoGoggles","Familiar",0.885,5.02947278955434
"309","L_S140","Lit","NoGoggles","Familiar",0.94,4.65906104311127
"310","L_S140","Lit","NoGoggles","Familiar",0.995,4.30800657683122
"311","L_S140","Lit","NoGoggles","Familiar",1.05,3.96285218643287
"312","L_S140","Lit","NoGoggles","Familiar",1.105,3.64423915291063
"313","L_S140","Lit","NoGoggles","Familiar",1.16,3.35253728860265
"314","L_S140","Lit","NoGoggles","Familiar",1.215,3.0832967417643
"315","L_S140","Lit","NoGoggles","Familiar",1.27,2.83653173686263
"316","L_S140","Lit","NoGoggles","Familiar",1.325,2.62665756170131
"317","L_S140","Lit","NoGoggles","Familiar",1.38,2.44222598096464
"318","L_S140","Lit","NoGoggles","Familiar",1.435,2.26838720388263
"319","L_S140","Lit","NoGoggles","Familiar",1.49,2.11941010110089
"320","L_S140","Lit","NoGoggles","Familiar",1.545,2.02087736007682
"321","L_S140","Lit","NoGoggles","Familiar",1.6,1.94551766521342
"322","L_S140","Lit","NoGoggles","Familiar",1.655,1.86964034908231
"323","L_S140","Lit","NoGoggles","Familiar",1.71,1.82334079009906
"324","L_S140","Lit","NoGoggles","Familiar",1.765,1.81210850669998
"325","L_S140","Lit","NoGoggles","Familiar",1.82,1.82819286451769
"326","L_S140","Lit","NoGoggles","Familiar",1.875,1.86435928042141
"327","L_S140","Lit","NoGoggles","Familiar",1.93,1.92110489530168
"328","L_S140","Lit","NoGoggles","Familiar",1.985,1.99249744871891
"329","L_S140","Lit","NoGoggles","Familiar",2.04,2.06925663592167
